date,name,value
2016-10-01,Win7,35.5
2016-10-01,Win8,11.1
2016-10-01,Win10,29.6
2016-11-01,Mobile,5.9
2016-11-01,Chrome OS,0.2
2016-11-01,Mac,10.3
2016-11-01,Linux,5.6
2016-11-01,WinXP,1.1
2016-11-01,Vista,0.2
2016-11-01,Win7,35.5
2016-11-01,Win8,11
2016-11-01,Win10,30.2
2016-12-01,Mobile,6.4
2016-12-01,Chrome OS,0.3
2016-12-01,Mac,9.8
2016-12-01,Linux,5.6
2016-12-01,WinXP,1
2016-12-01,Vista,0.2
2016-12-01,Win7,34.6
2016-12-01,Win8,11.1
2016-12-01,Win10,30.9
2017-01-01,Mobile,6.3
2017-01-01,Chrome OS,0.2
2017-01-01,Mac,10.3
2017-01-01,Linux,5.7
2017-01-01,WinXP,1
2017-01-01,Vista,0.2
2017-01-01,Win7,33.8
2017-01-01,Win8,10.7
2017-01-01,Win10,31.7
2017-02-01,Mobile,6.2
2017-02-01,Chrome OS,0.2
2017-02-01,Mac,10.5
2017-02-01,Linux,5.7
2017-02-01,WinXP,1
2017-02-01,Vista,0.2
2017-02-01,Win7,33.6
2017-02-01,Win8,10.5
2017-02-01,Win10,32.2
2017-03-01,Mobile,6.1
2017-03-01,Chrome OS,0.2
2017-03-01,Mac,10.6
2017-03-01,Linux,5.5
2017-03-01,WinXP,0.9
2017-03-01,Vista,0.2
2017-03-01,Win7,33.2
2017-03-01,Win8,10.2
2017-03-01,Win10,33.1
2017-04-01,Mobile,6.3
2017-04-01,Chrome OS,0.2
2017-04-01,Mac,10.8
2017-04-01,Linux,5.5
2017-04-01,WinXP,0.8
2017-04-01,Vista,0.2
2017-04-01,Win7,31.9
2017-04-01,Win8,10.1
2017-04-01,Win10,34.3
2017-05-01,Mobile,6.4
2017-05-01,Chrome OS,0.2
2017-05-01,Mac,10.5
2017-05-01,Linux,5.6
2017-05-01,WinXP,0.7
2017-05-01,Vista,0.2
2017-05-01,Win7,31.7
2017-05-01,Win8,9.8
2017-05-01,Win10,34.9
2017-06-01,Mobile,6.8
2017-06-01,Chrome OS,0.1
2017-06-01,Mac,10.3
2017-06-01,Linux,6
2017-06-01,WinXP,0.7
2017-06-01,Vista,0.1
2017-06-01,Win7,31
2017-06-01,Win8,9.5
2017-06-01,Win10,35.5
2017-07-01,Mobile,7.2
2017-07-01,Chrome OS,0.1
2017-07-01,Mac,9.7
2017-07-01,Linux,6.2
2017-07-01,WinXP,0.7
2017-07-01,Vista,0.1
2017-07-01,Win7,30.6
2017-07-01,Win8,9.6
2017-07-01,Win10,35.7
2017-08-01,Mobile,7.2
2017-08-01,Chrome OS,0.2
2017-08-01,Mac,9.9
2017-08-01,Linux,6
2017-08-01,WinXP,0.7
2017-08-01,Vista,0.1
2017-08-01,Win7,29.8
2017-08-01,Win8,9.3
2017-08-01,Win10,36.9
2017-09-01,Mobile,8.4
2017-09-01,Chrome OS,0.2
2017-09-01,Mac,10.1
2017-09-01,Linux,5.7
2017-09-01,WinXP,0.6
2017-09-01,Vista,0.1
2017-09-01,Win7,28.3
2017-09-01,Win8,8.7
2017-09-01,Win10,38
2017-10-01,Mobile,11
2017-10-01,Chrome OS,0.3
2017-10-01,Mac,10.3
2017-10-01,Linux,5.3
2017-10-01,WinXP,0.5
2017-10-01,Vista,0.1
2017-10-01,Win7,26.1
2017-10-01,Win8,7.9
2017-10-01,Win10,38.7
2017-11-01,Mobile,7.3
2017-11-01,Chrome OS,0.3
2017-11-01,Mac,10.2
2017-11-01,Linux,5.5
2017-11-01,WinXP,0.5
2017-11-01,Vista,0.1
2017-11-01,Win7,27.1
2017-11-01,Win8,8.3
2017-11-01,Win10,40.9
2017-12-01,Mobile,7.9
2017-12-01,Chrome OS,0.3
2017-12-01,Mac,9.8
2017-12-01,Linux,5.5
2017-12-01,WinXP,0.5
2017-12-01,Vista,0.1
2017-12-01,Win7,26.7
2017-12-01,Win8,8.3
2017-12-01,Win10,41
2018-01-01,Mobile,7.7
2018-01-01,Chrome OS,1.3
2018-01-01,Mac,10
2018-01-01,Linux,5.7
2018-01-01,WinXP,0.5
2018-01-01,Vista,0.1
2018-01-01,Win7,26.3
2018-01-01,Win8,7.9
2018-01-01,Win10,41.6
2018-02-01,Mobile,7.9
2018-02-01,Chrome OS,0.3
2018-02-01,Mac,10.3
2018-02-01,Linux,5.6
2018-02-01,WinXP,0.5
2018-02-01,Vista,0.1
2018-02-01,Win7,25.6
2018-02-01,Win8,7.6
2018-02-01,Win10,42.3
2018-03-01,Mobile,7.8
2018-03-01,Chrome OS,0.3
2018-03-01,Mac,10.4
2018-03-01,Linux,5.5
2018-03-01,WinXP,0.4
2018-03-01,Vista,0.1
2018-03-01,Win7,24.7
2018-03-01,Win8,7.4
2018-03-01,Win10,43.7
2018-04-01,Mobile,7.8
2018-04-01,Chrome OS,0.3
2018-04-01,Mac,10.6
2018-04-01,Linux,5.5
2018-04-01,WinXP,0.4
2018-04-01,Vista,0.1
2018-04-01,Win7,23.8
2018-04-01,Win8,7.1
2018-04-01,Win10,44.6
2018-05-01,Mobile,7.8
2018-05-01,Chrome OS,0.3
2018-05-01,Mac,10.4
2018-05-01,Linux,5.6
2018-05-01,WinXP,0.3
2018-05-01,Vista,0.1
2018-05-01,Win7,23.4
2018-05-01,Win8,6.9
2018-05-01,Win10,45.3
2018-06-01,Mobile,8.1
2018-06-01,Chrome OS,0.2
2018-06-01,Mac,10.2
2018-06-01,Linux,6.1
2018-06-01,WinXP,0.3
2018-06-01,Vista,0.1
2018-06-01,Win7,22.9
2018-06-01,Win8,6.8
2018-06-01,Win10,45.4
2018-07-01,Mobile,8.4
2018-07-01,Chrome OS,0.1
2018-07-01,Mac,9.5
2018-07-01,Linux,6.2
2018-07-01,WinXP,0.4
2018-07-01,Vista,0.1
2018-07-01,Win7,23.1
2018-07-01,Win8,6.9
2018-07-01,Win10,45.4
2018-08-01,Mobile,8.7
2018-08-01,Chrome OS,0.2
2018-08-01,Mac,9.9
2018-08-01,Linux,6.1
2018-08-01,WinXP,0.3
2018-08-01,Vista,0.1
2018-08-01,Win7,22.4
2018-08-01,Win8,6.5
2018-08-01,Win10,46.1
2018-09-01,Mobile,8.7
2018-09-01,Chrome OS,0.3
2018-09-01,Mac,10.1
2018-09-01,Linux,5.8
2018-09-01,WinXP,0.3
2018-09-01,Vista,0.1
2018-09-01,Win7,21.1
2018-09-01,Win8,6.1
2018-09-01,Win10,47.6
2018-10-01,Mobile,8.3
2018-10-01,Chrome OS,0.3
2018-10-01,Mac,10.5
2018-10-01,Linux,5.6
2018-10-01,WinXP,0.3
2018-10-01,Vista,0.1
2018-10-01,Win7,20.1
2018-10-01,Win8,5.7
2018-10-01,Win10,49.2
2018-11-01,Mobile,8.4
2018-11-01,Chrome OS,0.4
2018-11-01,Mac,10.8
2018-11-01,Linux,5.6
2018-11-01,WinXP,0.3
2018-11-01,Vista,0.1
2018-11-01,Win7,19.3
2018-11-01,Win8,5.4
2018-11-01,Win10,50
2018-12-01,Mobile,9.5
2018-12-01,Chrome OS,0.4
2018-12-01,Mac,9.8
2018-12-01,Linux,5.7
2018-12-01,WinXP,0.3
2018-12-01,Vista,0.1
2018-12-01,Win7,19.3
2018-12-01,Win8,5.6
2018-12-01,Win10,49.5
2019-01-01,Mobile,9.2
2019-01-01,Chrome OS,0.3
2019-01-01,Mac,10.1
2019-01-01,Linux,6.1
2019-01-01,WinXP,0.3
2019-01-01,Vista,0.1
2019-01-01,Win7,18.8
2019-01-01,Win8,5.4
2019-01-01,Win10,49.9
2019-02-01,Mobile,9.4
2019-02-01,Chrome OS,0.4
2019-02-01,Mac,10.3
2019-02-01,Linux,5.9
2019-02-01,WinXP,0.3
2019-02-01,Vista,0.1
2019-02-01,Win7,18
2019-02-01,Win8,5.2
2019-02-01,Win10,50.7
2019-03-01,Mobile,9.3
2019-03-01,Chrome OS,0.4
2019-03-01,Mac,10.3
2019-03-01,Linux,5.6
2019-03-01,WinXP,0.2
2019-03-01,Win7,17.1
2019-03-01,Win8,5
2019-03-01,Win10,52.3
2019-04-01,Mobile,9.3
2019-04-01,Chrome OS,0.4
2019-04-01,Mac,10.6
2019-04-01,Linux,5.7
2019-04-01,WinXP,0.2
2019-04-01,Win7,16.3
2019-04-01,Win8,4.7
2019-04-01,Win10,52.9
2019-05-01,Mobile,9.5
2019-05-01,Chrome OS,0.4
2019-05-01,Mac,10.2
2019-05-01,Linux,5.8
2019-05-01,WinXP,0.2
2019-05-01,Win7,15.7
2019-05-01,Win8,4.6
2019-05-01,Win10,53.8
2019-06-01,Mobile,13.9
2019-06-01,Chrome OS,0.2
2019-06-01,Mac,10
2019-06-01,Linux,6.2
2019-06-01,WinXP,0.2
2019-06-01,Win7,15.2
2019-06-01,Win8,4.8
2019-06-01,Win10,53.4
2019-07-01,Mobile,10.8
2019-07-01,Chrome OS,0.2
2019-07-01,Mac,9.1
2019-07-01,Linux,6.3
2019-07-01,WinXP,0.2
2019-07-01,Win7,15
2019-07-01,Win8,5.9
2019-07-01,Win10,52.7
2019-08-01,Mobile,10.9
2019-08-01,Chrome OS,0.2
2019-08-01,Mac,9.5
2019-08-01,Linux,6.2
2019-08-01,WinXP,0.2
2019-08-01,Win7,14.2
2019-08-01,Win8,4.7
2019-08-01,Win10,54.2
2019-09-01,Mobile,10.5
2019-09-01,Chrome OS,0.4
2019-09-01,Mac,9.9
2019-09-01,Linux,5.9
2019-09-01,WinXP,0.2
2019-09-01,Win7,13.2
2019-09-01,Win8,4.1
2019-09-01,Win10,56
2019-10-01,Mobile,9.8
2019-10-01,Chrome OS,0.4
2019-10-01,Mac,10.6
2019-10-01,Linux,5.8
2019-10-01,WinXP,0.1
2019-10-01,Win7,12.1
2019-10-01,Win8,3.7
2019-10-01,Win10,57.5
2019-11-01,Mobile,10.8
2019-11-01,Chrome OS,0.4
2019-11-01,Mac,10.1
2019-11-01,Linux,5.7
2019-11-01,WinXP,0.1
2019-11-01,Win7,11.7
2019-11-01,Win8,3.6
2019-11-01,Win10,57.6
2019-12-01,Mobile,11.7
2019-12-01,Chrome OS,0.4
2019-12-01,Mac,9.4
2019-12-01,Linux,6
2019-12-01,WinXP,0.2
2019-12-01,Win7,11.5
2019-12-01,Win8,3.7
2019-12-01,Win10,57.3
2020-01-01,Mobile,11.2
2020-01-01,Chrome OS,0.4
2020-01-01,Mac,9.7
2020-01-01,Linux,6.4
2020-01-01,WinXP,0.2
2020-01-01,Win7,10.6
2020-01-01,Win8,3.6
2020-01-01,Win10,58.1
2020-02-01,Mobile,11.4
2020-02-01,Mac,9.9
2020-02-01,Linux,5.9
2020-02-01,WinXP,0.2
2020-02-01,Win7,9.8
2020-02-01,Win8,3.5
2020-02-01,Win10,59.1
2020-03-01,Mobile,10.8
2020-03-01,Chrome OS,0.4
2020-03-01,Mac,11.1
2020-03-01,Linux,5.4
2020-03-01,WinXP,0.1
2020-03-01,Win7,8.5
2020-03-01,Win8,3.2
2020-03-01,Win10,60.6
2020-04-01,Mobile,11.8
2020-04-01,Chrome OS,0.4
2020-04-01,Mac,12.4
2020-04-01,Linux,4.8
2020-04-01,WinXP,0.1
2020-04-01,Win7,7.4
2020-04-01,Win8,3.2
2020-04-01,Win10,60.1
2020-05-01,Mobile,12.3
2020-05-01,Chrome OS,0.4
2020-05-01,Mac,11.9
2020-05-01,Linux,4.9
2020-05-01,WinXP,0.1
2020-05-01,Win7,7.2
2020-05-01,Win8,3.1
2020-05-01,Win10,60.1
2020-06-01,Mobile,12.1
2020-06-01,Chrome OS,0.3
2020-06-01,Mac,11.3
2020-06-01,Linux,4.9
2020-06-01,WinXP,0.1
2020-06-01,Win7,7.2
2020-06-01,Win8,3
2020-06-01,Win10,61
2020-07-01,Mobile,12.9
2020-07-01,Chrome OS,0.3
2020-07-01,Mac,10.6
2020-07-01,Linux,5
2020-07-01,WinXP,0.1
2020-07-01,Win7,7.2
2020-07-01,Win8,3
2020-07-01,Win10,61
2020-08-01,Mobile,13.5
2020-08-01,Chrome OS,0.3
2020-08-01,Mac,10.3
2020-08-01,Linux,4.9
2020-08-01,WinXP,0.1
2020-08-01,Win7,6.8
2020-08-01,Win8,3.2
2020-08-01,Win10,61
2020-09-01,Mobile,13.3
2020-09-01,Chrome OS,0.5
2020-09-01,Mac,10.3
2020-09-01,Linux,4.7
2020-09-01,WinXP,0.1
2020-09-01,Win7,6.4
2020-09-01,Win8,2.7
2020-09-01,Win10,62
2020-10-01,Mobile,12.6
2020-10-01,Chrome OS,0.6
2020-10-01,Mac,10.5
2020-10-01,Linux,4.7
2020-10-01,WinXP,0.1
2020-10-01,Win7,6
2020-10-01,Win8,2.4
2020-10-01,Win10,63.1
2020-11-01,Mobile,12.1
2020-11-01,Chrome OS,0.6
2020-11-01,Mac,10.4
2020-11-01,Linux,4.7
2020-11-01,WinXP,0.1
2020-11-01,Win7,5.6
2020-11-01,Win8,2.3
2020-11-01,Win10,64.2
